439bf03c // pat0_img0_fc[0]: 311.876831
43eb8438 // pat0_img0_fc[1]: 471.032959
4394a3c6 // pat0_img0_fc[2]: 297.279480
43e1884d // pat0_img0_fc[3]: 451.064850
439222dc // pat0_img1_fc[0]: 292.272339
43ddb70c // pat0_img1_fc[1]: 443.430054
43bde3bd // pat0_img1_fc[2]: 379.779205
440f9894 // pat0_img1_fc[3]: 574.384033
4409c385 // pat1_img0_fc[0]: 551.054993
43166fa5 // pat1_img0_fc[1]: 150.436111
44044561 // pat1_img0_fc[2]: 529.084045
43105328 // pat1_img0_fc[3]: 144.324829
442f219d // pat1_img1_fc[0]: 700.525208
43410d41 // pat1_img1_fc[1]: 193.051773
442f6a93 // pat1_img1_fc[2]: 701.665222
4342237f // pat1_img1_fc[3]: 194.138657
4406baf5 // pat2_img0_fc[0]: 538.921204
441e4d0a // pat2_img0_fc[1]: 633.203735
440d5d27 // pat2_img0_fc[2]: 565.455505
441ec8af // pat2_img0_fc[3]: 635.135681
43e32381 // pat2_img1_fc[0]: 454.277374
43ff6e58 // pat2_img1_fc[1]: 510.862061
43f6300e // pat2_img1_fc[2]: 492.375427
440e986e // pat2_img1_fc[3]: 570.381714
44040367 // pat3_img0_fc[0]: 528.053162
43ebf3a7 // pat3_img0_fc[1]: 471.903534
4407c25a // pat3_img0_fc[2]: 543.036743
43f2a195 // pat3_img0_fc[3]: 485.262360
43e9739c // pat3_img1_fc[0]: 466.903198
43d0e657 // pat3_img1_fc[1]: 417.799530
43da70ed // pat3_img1_fc[2]: 436.882233
43c48d60 // pat3_img1_fc[3]: 393.104492
43a1e229 // pat4_img0_fc[0]: 323.766876
440cabef // pat4_img0_fc[1]: 562.686462
43ab71c6 // pat4_img0_fc[2]: 342.888855
4416b29a // pat4_img0_fc[3]: 602.790649
43939782 // pat4_img1_fc[0]: 295.183655
44004197 // pat4_img1_fc[1]: 513.024841
43982628 // pat4_img1_fc[2]: 304.298096
44050202 // pat4_img1_fc[3]: 532.031372
437f241e // pat5_img0_fc[0]: 255.141083
43c029c4 // pat5_img0_fc[1]: 384.326294
4385641d // pat5_img0_fc[2]: 266.782135
43caa52a // pat5_img0_fc[3]: 405.290344
43accd03 // pat5_img1_fc[0]: 345.601654
43fcb248 // pat5_img1_fc[1]: 505.392822
438eb5cd // pat5_img1_fc[2]: 285.420319
43d2da98 // pat5_img1_fc[3]: 421.707764
43f0059a // pat6_img0_fc[0]: 480.043762
43c4d4e0 // pat6_img0_fc[1]: 393.663086
43d7ef41 // pat6_img0_fc[2]: 431.869171
43b8e013 // pat6_img0_fc[3]: 369.750580
43eae1ce // pat6_img1_fc[0]: 469.764099
43ca199a // pat6_img1_fc[1]: 404.200012
43e6139f // pat6_img1_fc[2]: 460.153290
43caf21d // pat6_img1_fc[3]: 405.891510
42d6e825 // pat7_img0_fc[0]: 107.453407
438c0621 // pat7_img0_fc[1]: 280.047882
42d91b79 // pat7_img0_fc[2]: 108.553658
438dba23 // pat7_img0_fc[3]: 283.454193
42b4ee44 // pat7_img1_fc[0]: 90.465363
436c2e64 // pat7_img1_fc[1]: 236.181213
42c4db95 // pat7_img1_fc[2]: 98.428871
4380a46f // pat7_img1_fc[3]: 257.284637
43d60efe // pat8_img0_fc[0]: 428.117126
4380f2f6 // pat8_img0_fc[1]: 257.898132
43ee07b2 // pat8_img0_fc[2]: 476.060120
43902591 // pat8_img0_fc[3]: 288.293488
4406c01c // pat8_img1_fc[0]: 539.001709
43a0d388 // pat8_img1_fc[1]: 321.652588
44048106 // pat8_img1_fc[2]: 530.015991
439e71a3 // pat8_img1_fc[3]: 316.887787
434b5de5 // pat9_img0_fc[0]: 203.366776
43bf2e2d // pat9_img0_fc[1]: 382.360748
434b5de4 // pat9_img0_fc[2]: 203.366760
43bf2e2d // pat9_img0_fc[3]: 382.360748
42cfa43f // pat9_img1_fc[0]: 103.820793
4342c83a // pat9_img1_fc[1]: 194.782135
42c5500c // pat9_img1_fc[2]: 98.656342
43394d2f // pat9_img1_fc[3]: 185.301498
42e5fbba // pat10_img0_fc[0]: 114.991653
443d5d1c // pat10_img0_fc[1]: 757.454834
42d9be2c // pat10_img0_fc[2]: 108.871429
4431e847 // pat10_img0_fc[3]: 711.629333
42ebfaba // pat10_img1_fc[0]: 117.989700
443d328a // pat10_img1_fc[1]: 756.789673
42d9b386 // pat10_img1_fc[2]: 108.850632
44320650 // pat10_img1_fc[3]: 712.098633
43b2e025 // pat11_img0_fc[0]: 357.751129
437556e0 // pat11_img0_fc[1]: 245.339355
43c8dec9 // pat11_img0_fc[2]: 401.740509
43897813 // pat11_img0_fc[3]: 274.938080
43afb234 // pat11_img1_fc[0]: 351.392212
4372feff // pat11_img1_fc[1]: 242.996078
43a373f3 // pat11_img1_fc[2]: 326.905853
43638980 // pat11_img1_fc[3]: 227.537109
43f1e3e5 // pat12_img0_fc[0]: 483.780426
43baa165 // pat12_img0_fc[1]: 373.260895
440c8700 // pat12_img0_fc[2]: 562.109375
43d8b049 // pat12_img0_fc[3]: 433.377228
44060281 // pat12_img1_fc[0]: 536.039124
43cee165 // pat12_img1_fc[1]: 413.760895
